"","ticker","name","cik","occurrence","date_added","date_removed","name_when_added","name_when_removed"
"1","MMM","3M",66740,1,NA,NA,NA,NA
"2","ABT","Abbott Laboratories",1800,1,NA,NA,NA,NA
"3","ABBV","AbbVie",1551152,1,2012-12-31,NA,"AbbVie",NA
"4","ABMD","Abiomed",815094,1,2018-05-31,2022-12-22,"Abiomed","Abiomed"
"5","ACN","Accenture",1467373,1,2011-07-05,NA,"Accenture",NA
"6","ATVI","Activision Blizzard",718877,1,2015-08-28,2023-10-18,"Activision Blizzard","Activision Blizzard"
"7","ADBE","Adobe",796343,1,NA,NA,NA,NA
"8","AMD","Advanced Micro Devices",2488,2,2017-03-20,NA,"Advanced Micro Devices",NA
"9","AAP","Advance Auto Parts",1158449,1,2015-07-08,2023-08-25,"Advance Auto Parts","Advance Auto Parts"
"10","AES","AES Corp",874761,1,NA,NA,NA,NA
"11","AFL","Aflac",4977,1,NA,NA,NA,NA
"12","A","Agilent Technologies",1090872,1,NA,NA,NA,NA
"13","APD","Air Products & Chemicals",2969,1,NA,NA,NA,NA
"14","AKAM","Akamai Technologies",1086222,1,NA,NA,NA,NA
"15","ALK","Alaska Air Group",766421,1,2016-05-13,2023-12-18,"Alaska Air Group","Alaska Air Group"
"16","ALB","Albemarle Corporation",915913,1,2016-07-01,NA,"Albemarle Corporation",NA
"17","ARE","Alexandria Real Estate Equities",1035443,1,2017-03-20,NA,"Alexandria Real Estate Equities",NA
"18","ALGN","Align Technology",1097149,1,2017-06-19,NA,"Align Technology",NA
"19","ALLE","Allegion",1579241,1,2013-12-02,NA,"Allegion",NA
"20","LNT","Alliant Energy",352541,1,2016-07-01,NA,"Alliant Energy Corp",NA
"21","ALL","Allstate Corp",899051,1,NA,NA,NA,NA
"22","GOOGL","Alphabet (Class A)",1652044,1,2014-04-03,NA,"Google",NA
"23","GOOG","Alphabet (Class C)",1652044,1,NA,NA,NA,NA
"24","MO","Altria Group",764180,1,NA,NA,NA,NA
"25","AMZN","Amazon",1018724,1,NA,NA,NA,NA
"26","AMCR","Amcor",1748790,1,NA,NA,NA,NA
"27","AEE","Ameren Corp",1002910,1,NA,NA,NA,NA
"28","AAL","American Airlines Group",6201,1,2015-03-23,2024-09-23,"American Airlines Group","American Airlines Group"
"29","AEP","American Electric Power",4904,1,NA,NA,NA,NA
"30","AXP","American Express",4962,1,NA,NA,NA,NA
"31","AIG","American International Group",5272,1,NA,NA,NA,NA
"32","AMT","American Tower",1053507,1,NA,NA,NA,NA
"33","AWK","American Water Works",1410636,1,2016-03-04,NA,"American Water Works",NA
"34","AMP","Ameriprise Financial",820027,1,NA,NA,NA,NA
"35","ABC","AmerisourceBergen",1140859,1,NA,NA,NA,NA
"36","AME","Ametek",1037868,1,2013-09-20,NA,"Ametek",NA
"37","AMGN","Amgen",318154,1,NA,NA,NA,NA
"38","APH","Amphenol Corp",820313,1,NA,NA,NA,NA
"39","ADI","Analog Devices",6281,1,NA,NA,NA,NA
"40","ANSS","Ansys",1013462,1,2017-06-19,2025-07-18,"Ansys","Ansys"
"41","ANTM","Anthem",1156039,1,NA,NA,NA,NA
"42","AON","Aon",315293,1,NA,NA,NA,NA
"43","AOS","A. O. Smith",91142,1,2017-07-26,NA,"AO Smith",NA
"44","APA","APA Corporation",6769,1,NA,NA,NA,NA
"45","AAPL","Apple",320193,1,NA,NA,NA,NA
"46","AMAT","Applied Materials",6951,1,NA,NA,NA,NA
"47","APTV","Aptiv",1521332,1,2017-11-30,NA,"Aptiv",NA
"48","DLPH",NA,NA,1,2012-12-24,2017-11-29,"Delphi Automotive","Delphi Automotive"
"49","ADM","ADM",7084,1,NA,NA,NA,NA
"50","ANET","Arista Networks",1596532,1,2018-08-28,NA,"Arista Networks",NA
"51","AJG","Arthur J. Gallagher & Co.",354190,1,2016-05-31,NA,"Arthur J. Gallagher & Co.",NA
"52","AIZ","Assurant",1267238,1,NA,NA,NA,NA
"53","T","AT&T",732717,1,NA,NA,NA,NA
"54","ATO","Atmos Energy",731802,1,2019-02-15,NA,"Atmos Energy",NA
"55","ADSK","Autodesk",769397,1,NA,NA,NA,NA
"56","ADP","Automatic Data Processing",8670,1,NA,NA,NA,NA
"57","AZO","AutoZone",866787,1,NA,NA,NA,NA
"58","AVB","AvalonBay Communities",915912,1,2007-01-10,NA,"AvalonBay Communities",NA
"59","AVY","Avery Dennison",8818,1,NA,NA,NA,NA
"60","BKR","Baker Hughes",1701605,1,NA,NA,NA,NA
"61","BLL","Ball Corp",9389,1,NA,NA,NA,NA
"62","BAC","Bank of America",70858,1,NA,NA,NA,NA
"63","BK","BNY Mellon",1390777,1,NA,NA,NA,NA
"64","BAX","Baxter International",10456,1,NA,NA,NA,NA
"65","BDX","Becton Dickinson",10795,1,NA,NA,NA,NA
"66","BRK.B","Berkshire Hathaway",1067983,1,NA,NA,NA,NA
"67","BBY","Best Buy",764478,1,NA,NA,NA,NA
"68","BIO","Bio-Rad Laboratories",12208,1,2020-06-22,2024-09-23,"Bio-Rad Laboratories","Bio-Rad Laboratories"
"69","BIIB","Biogen",875045,1,NA,NA,NA,NA
"70","BLK","BlackRock",1364742,1,2011-04-01,NA,"BlackRock",NA
"71","BA","Boeing Company",12927,1,NA,NA,NA,NA
"72","BKNG","Booking Holdings",1075531,1,2018-02-17,NA,"Booking Holdings",NA
"73","PCLN",NA,NA,1,2009-11-03,2018-02-16,"Priceline.com","Priceline.com"
"74","BWA","BorgWarner",908255,1,2011-12-16,2025-03-24,"BorgWarner","BorgWarner"
"75","BXP","Boston Properties",1037540,1,NA,NA,NA,NA
"76","BSX","Boston Scientific",885725,1,NA,NA,NA,NA
"77","BMY","Bristol-Myers Squibb",14272,1,NA,NA,NA,NA
"78","AVGO","Broadcom",1730168,1,2014-05-08,NA,"Avago Technologies",NA
"79","BR","Broadridge Financial Solutions",1383312,1,2018-06-18,NA,"Broadridge Financial Solutions",NA
"80","BF.B","Brown–Forman",14693,1,NA,NA,NA,NA
"81","CHRW","C. H. Robinson",1043277,1,NA,NA,NA,NA
"82","COG","Cabot Oil & Gas",858470,1,NA,NA,NA,NA
"83","CDNS","Cadence Design Systems",813672,1,2017-09-18,NA,"Cadence Design Systems",NA
"84","CZR","Caesars Entertainment",1590895,1,2021-03-22,NA,"Caesars Entertainment",NA
"85","CPB","Campbell Soup",16732,1,NA,NA,NA,NA
"86","COF","Capital One Financial",927628,1,NA,NA,NA,NA
"87","CAH","Cardinal Health",721371,1,NA,NA,NA,NA
"88","KMX","CarMax",1170010,1,2010-06-28,NA,"CarMax",NA
"89","CCL","Carnival Corporation",815097,1,NA,NA,NA,NA
"90","CARR","Carrier Global",1783180,1,2020-04-03,NA,"Carrier Global",NA
"91","CTLT","Catalent",1596783,1,2020-09-21,2024-12-23,"Catalent","Catalent"
"92","CAT","Caterpillar",18230,1,NA,NA,NA,NA
"93","CBOE","Cboe Global Markets",1374310,1,2017-03-01,NA,"Cboe Holdings",NA
"94","CBRE","CBRE",1138118,1,NA,NA,NA,NA
"95","CDW","CDW",1402057,1,2019-09-23,NA,"CDW",NA
"96","CE","Celanese",1306830,1,2018-12-24,2025-03-24,"Celanese","Celanese"
"97","CNC","Centene Corporation",1071739,1,2016-03-30,NA,"Centene Corporation",NA
"98","CNP","CenterPoint Energy",1130310,1,NA,NA,NA,NA
"99","CERN","Cerner",804753,1,2010-04-29,2022-06-08,"Cerner","Cerner"
"100","CF","CF Industries",1324404,1,NA,NA,NA,NA
"101","CRL","Charles River Laboratories",1100682,1,2021-05-14,NA,"Charles River Laboratories",NA
"102","SCHW","Charles Schwab Corporation",316709,1,NA,NA,NA,NA
"103","CHTR","Charter Communications",1091667,1,2016-09-08,NA,"Charter Communications",NA
"104","CVX","Chevron Corporation",93410,1,NA,NA,NA,NA
"105","CMG","Chipotle Mexican Grill",1058090,1,2011-04-27,NA,"Chipotle Mexican Grill",NA
"106","CB","Chubb",896159,1,NA,NA,NA,NA
"107","ACE",NA,NA,1,2010-07-14,2016-01-19,"Ace","Ace"
"108","CHD","Church & Dwight",313927,1,2015-12-29,NA,"Church & Dwight",NA
"109","CI","Cigna",1739940,1,NA,NA,NA,NA
"110","CINF","Cincinnati Financial",20286,1,NA,NA,NA,NA
"111","CTAS","Cintas Corporation",723254,1,NA,NA,NA,NA
"112","CSCO","Cisco Systems",858877,1,NA,NA,NA,NA
"113","C","Citigroup",831001,1,NA,NA,NA,NA
"114","CFG","Citizens Financial Group",759944,1,2016-02-01,NA,"Citizens Financial Group",NA
"115","CTXS","Citrix Systems",877890,1,NA,2022-10-03,NA,"Citrix Systems"
"116","CLX","Clorox",21076,1,NA,NA,NA,NA
"117","CME","CME Group",1156375,1,NA,NA,NA,NA
"118","CMS","CMS Energy",811156,1,NA,NA,NA,NA
"119","KO","Coca-Cola Company",21344,1,NA,NA,NA,NA
"120","CTSH","Cognizant Technology Solutions",1058290,1,NA,NA,NA,NA
"121","CL","Colgate-Palmolive",21665,1,NA,NA,NA,NA
"122","CMCSA","Comcast",1166691,1,NA,NA,NA,NA
"123","CMA","Comerica",28412,1,NA,2024-06-24,NA,"Comerica"
"124","CAG","Conagra Brands",23217,1,NA,NA,NA,NA
"125","COP","ConocoPhillips",1163165,1,NA,NA,NA,NA
"126","ED","Consolidated Edison",1047862,1,NA,NA,NA,NA
"127","STZ","Constellation Brands",16918,1,2005-07-01,NA,"Constellation Brands",NA
"128","COO","The Cooper Companies",711404,1,2016-09-22,NA,"The Cooper Companies",NA
"129","CPRT","Copart",900075,1,2018-07-02,NA,"Copart",NA
"130","GLW","Corning",24741,1,NA,NA,NA,NA
"131","CTVA","Corteva",1755672,1,2019-06-03,NA,"Corteva",NA
"132","COST","Costco",909832,1,NA,NA,NA,NA
"133","CCI","Crown Castle",1051470,1,2012-03-13,NA,"Crown Castle",NA
"134","CSX","CSX",277948,1,NA,NA,NA,NA
"135","CMI","Cummins",26172,1,NA,NA,NA,NA
"136","CVS","CVS Health",64803,1,NA,NA,NA,NA
"137","DHI","D. R. Horton",882184,1,NA,NA,NA,NA
"138","DHR","Danaher Corporation",313616,1,NA,NA,NA,NA
"139","DRI","Darden Restaurants",940944,1,NA,NA,NA,NA
"140","DVA","DaVita",927066,1,NA,NA,NA,NA
"141","DE","Deere & Co.",315189,1,NA,NA,NA,NA
"142","DAL","Delta Air Lines",27904,1,2013-09-10,NA,"Delta Air Lines",NA
"143","XRAY","Dentsply Sirona",818479,1,NA,2024-04-03,NA,"Dentsply Sirona"
"144","DVN","Devon Energy",1090012,1,NA,NA,NA,NA
"145","DXCM","DexCom",1093557,1,2020-05-12,NA,"Dexcom",NA
"146","FANG","Diamondback Energy",1539838,1,2018-12-03,NA,"Diamondback Energy",NA
"147","DLR","Digital Realty Trust",1297996,1,2016-05-18,NA,"Digital Realty Trust",NA
"148","DFS","Discover Financial Services",1393612,1,NA,2025-05-19,NA,"Discover Financial"
"149","DISCA","Discovery (Series A)",1437107,1,NA,2022-04-11,NA,"Discovery, Inc."
"150","DISCK","Discovery (Series C)",1437107,1,2014-08-06,2022-04-11,"Discovery Communications","Discovery, Inc."
"151","DISH","Dish Network",1001082,1,2017-03-13,2023-06-20,"Dish Network","Dish Network"
"152","DG","Dollar General",29534,1,2012-12-03,NA,"Dollar General",NA
"153","DLTR","Dollar Tree",935703,1,2011-12-16,NA,"Dollar Tree",NA
"154","D","Dominion Energy",715957,1,NA,NA,NA,NA
"155","DPZ","Domino's Pizza",1286681,1,2020-05-12,NA,"Domino's Pizza",NA
"156","DOV","Dover Corporation",29905,1,NA,NA,NA,NA
"157","DOW","Dow",1751788,2,2019-04-02,NA,"Dow",NA
"158","DTE","DTE Energy",936340,1,NA,NA,NA,NA
"159","DUK","Duke Energy",1326160,1,NA,NA,NA,NA
"160","DRE","Duke Realty Corp",783280,1,2017-07-26,2022-10-03,"Duke Realty Corp","Duke Realty"
"161","DD","DuPont",1666700,2,2019-06-03,NA,"DuPont",NA
"162","DXC","DXC Technology",1688568,1,2017-04-04,2023-10-03,"DXC Technology","DXC Technology"
"163","EMN","Eastman Chemical",915389,1,NA,NA,NA,NA
"164","ETN","Eaton Corporation",1551182,1,NA,NA,NA,NA
"165","EBAY","eBay",1065088,1,NA,NA,NA,NA
"166","ECL","Ecolab",31462,1,NA,NA,NA,NA
"167","EIX","Edison International",827052,1,NA,NA,NA,NA
"168","EW","Edwards Lifesciences",1099800,1,2011-03-31,NA,"Edwards Lifesciences",NA
"169","EA","Electronic Arts",712515,1,NA,NA,NA,NA
"170","EMR","Emerson Electric Company",32604,1,NA,NA,NA,NA
"171","ENPH","Enphase Energy",1463101,1,2021-01-07,NA,"Enphase Energy",NA
"172","ETR","Entergy",65984,1,NA,NA,NA,NA
"173","EOG","EOG Resources",821189,1,NA,NA,NA,NA
"174","EFX","Equifax",33185,1,NA,NA,NA,NA
"175","EQIX","Equinix",1101239,1,2015-03-23,NA,"Equinix",NA
"176","EQR","Equity Residential",906107,1,NA,NA,NA,NA
"177","ESS","Essex Property Trust",920522,1,2014-04-02,NA,"Essex Property Trust",NA
"178","EL","Estée Lauder Companies",1001250,1,NA,NA,NA,NA
"179","ETSY","Etsy",1370637,1,2020-09-21,2024-09-23,"Etsy","Etsy"
"180","EVRG","Evergy",1711269,1,2018-06-05,NA,"Evergy",NA
"181","ES","Eversource Energy",72741,1,NA,NA,NA,NA
"182","RE","Everest Re",1095073,1,2017-06-19,NA,"Everest Re",NA
"183","EXC","Exelon",1109357,1,NA,NA,NA,NA
"184","EXPE","Expedia Group",1324424,1,2007-10-02,NA,"Expedia",NA
"185","EXPD","Expeditors",746515,1,NA,NA,NA,NA
"186","EXR","Extra Space Storage",1289490,1,2016-01-19,NA,"Extra Space Storage",NA
"187","XOM","ExxonMobil",34088,1,NA,NA,NA,NA
"188","FFIV","F5 Networks",1048695,1,2010-12-17,NA,"F5 Networks.",NA
"189","FB","Facebook",1326801,1,2013-12-23,NA,"Facebook",NA
"190","FAST","Fastenal",815556,1,2008-09-12,NA,"Fastenal",NA
"191","FRT","Federal Realty Investment Trust",34903,1,2016-02-01,NA,"Federal Realty Investment Trust",NA
"192","FDX","FedEx",1048911,1,NA,NA,NA,NA
"193","FIS","Fidelity National Information Services",1136893,1,NA,NA,NA,NA
"194","FITB","Fifth Third Bancorp",35527,1,NA,NA,NA,NA
"195","FE","FirstEnergy",1031296,1,NA,NA,NA,NA
"196","FRC","First Republic Bank",1132979,1,2019-01-02,2023-05-04,"First Republic Bank","First Republic Bank"
"197","FISV","Fiserv",798354,1,NA,NA,NA,NA
"198","FLT","Fleetcor",1175454,1,2018-06-20,NA,"FleetCor Technologies",NA
"199","FMC","FMC Corporation",37785,1,NA,2025-03-24,NA,"FMC Corporation"
"200","F","Ford",37996,1,NA,NA,NA,NA
"201","FTNT","Fortinet",1262039,1,2018-10-11,NA,"Fortinet",NA
"202","FTV","Fortive",1659166,1,2016-07-05,NA,"Fortive Corp",NA
"203","FBHS","Fortune Brands Home & Security",1519751,1,2016-06-22,2022-12-19,"Fortune Brands Home & Security","Fortune Brands Home & Security"
"204","FOXA","Fox Corporation (Class A)",1754301,1,2013-06-28,NA,"21st Century Fox",NA
"205","FOX","Fox Corporation (Class B)",1754301,1,2015-09-18,NA,"Twenty-First Century Fox Class B",NA
"206","BEN","Franklin Resources",38777,1,NA,NA,NA,NA
"207","FCX","Freeport-McMoRan",831259,1,NA,NA,NA,NA
"208","GPS","Gap",39911,1,NA,2022-02-03,NA,"Gap"
"209","GRMN","Garmin",1121788,1,2012-12-11,NA,"Garmin",NA
"210","IT","Gartner",749251,1,2017-04-05,NA,"Gartner",NA
"211","GNRC","Generac Holdings",1474735,1,2021-03-22,NA,"Generac Holdings",NA
"212","GD","General Dynamics",40533,1,NA,NA,NA,NA
"213","GE","General Electric",40545,1,NA,NA,NA,NA
"214","GIS","General Mills",40704,1,NA,NA,NA,NA
"215","GM","General Motors",1467858,1,2013-06-06,NA,"General Motors",NA
"216","GPC","Genuine Parts",40987,1,NA,NA,NA,NA
"217","GILD","Gilead Sciences",882095,1,NA,NA,NA,NA
"218","GL","Globe Life",320335,1,NA,NA,NA,NA
"219","GPN","Global Payments",1123360,1,2016-04-25,NA,"Global Payments",NA
"220","GS","Goldman Sachs",886982,1,NA,NA,NA,NA
"221","GWW","W. W. Grainger",277135,1,NA,NA,NA,NA
"222","HAL","Halliburton",45012,1,NA,NA,NA,NA
"223","HBI","Hanesbrands",1359841,1,2015-03-23,2021-12-20,"Hanesbrands","Hanesbrands"
"224","HIG","The Hartford",874766,1,NA,NA,NA,NA
"225","HAS","Hasbro",46080,1,NA,NA,NA,NA
"226","HCA","HCA Healthcare",860730,1,2015-01-27,NA,"HCA Holdings",NA
"227","PEAK","Healthpeak Properties",765880,1,NA,NA,NA,NA
"228","HSIC","Henry Schein",1000228,1,2015-03-18,NA,"Henry Schein",NA
"229","HSY","The Hershey Company",47111,1,NA,NA,NA,NA
"230","HES","Hess Corporation",4447,1,NA,2025-07-23,NA,"Hess Corporation"
"231","HPE","Hewlett Packard Enterprise",1645590,1,2015-11-02,NA,"Hewlett Packard Enterprise",NA
"232","HLT","Hilton Worldwide",1585689,1,2017-06-19,NA,"Hilton Worldwide",NA
"233","HOLX","Hologic",859737,1,2016-03-30,NA,"Hologic",NA
"234","HD","Home Depot",354950,1,NA,NA,NA,NA
"235","HON","Honeywell",773840,1,NA,NA,NA,NA
"236","HRL","Hormel",48465,1,2009-03-03,NA,"Hormel Foods",NA
"237","HST","Host Hotels & Resorts",1070750,1,NA,NA,NA,NA
"238","HWM","Howmet Aerospace",4281,1,2020-03-27,NA,"Howmet Aerospace",NA
"239","HPQ","HP",47217,1,NA,NA,NA,NA
"240","HUM","Humana",49071,1,NA,NA,NA,NA
"241","HBAN","Huntington Bancshares",49196,1,NA,NA,NA,NA
"242","HII","Huntington Ingalls Industries",1501585,1,2018-01-03,NA,"Huntington Ingalls Industries",NA
"243","IEX","IDEX Corporation",832101,1,2019-08-09,NA,"IDEX Corporation",NA
"244","IDXX","Idexx Laboratories",874716,1,2017-01-05,NA,"Idexx Laboratories",NA
"245","INFO","IHS Markit",1598014,1,2017-06-02,2022-03-02,"IHS Markit","IHS Markit"
"246","ITW","Illinois Tool Works",49826,1,NA,NA,NA,NA
"247","ILMN","Illumina",1110803,1,2015-11-19,2024-06-24,"Illumina","Illumina, Inc."
"248","INCY","Incyte",879169,1,2017-02-28,NA,"Incyte",NA
"249","IR","Ingersoll Rand",1699150,1,2010-11-17,NA,"Ingersoll-Rand",NA
"250","INTC","Intel",50863,1,NA,NA,NA,NA
"251","ICE","Intercontinental Exchange",1571949,1,2007-09-26,NA,"Intercontinental Exchange",NA
"252","IBM","IBM",51143,1,NA,NA,NA,NA
"253","IP","International Paper",51434,1,NA,NA,NA,NA
"254","IPG","Interpublic Group",51644,1,NA,NA,NA,NA
"255","IFF","International Flavors & Fragrances",51253,1,NA,NA,NA,NA
"256","INTU","Intuit",896878,1,2000-12-05,NA,"Intuit",NA
"257","ISRG","Intuitive Surgical",1035267,1,NA,NA,NA,NA
"258","IVZ","Invesco",914208,1,NA,NA,NA,NA
"259","IPGP","IPG Photonics",1111928,1,2018-03-07,2022-06-21,"IPG Photonics","IPG Photonics"
"260","IQV","IQVIA",1478242,1,2017-11-15,NA,"IQVIA",NA
"261","IRM","Iron Mountain",1020569,1,NA,NA,NA,NA
"262","JKHY","Jack Henry & Associates",779152,1,2018-11-13,NA,"Jack Henry & Associates",NA
"263","J","Jacobs Engineering Group",52988,1,2019-12-10,NA,"Jacobs Engineering Group",NA
"264","JEC",NA,NA,1,2007-10-26,2019-12-09,"Jacobs Engineering Group","Jacobs Engineering Group"
"265","JBHT","J. B. Hunt",728535,1,2015-07-01,NA,"JB Hunt",NA
"266","SJM","JM Smucker",91419,1,NA,NA,NA,NA
"267","JNJ","Johnson & Johnson",200406,1,NA,NA,NA,NA
"268","JCI","Johnson Controls",833444,1,NA,NA,NA,NA
"269","JPM","JPMorgan Chase",19617,1,NA,NA,NA,NA
"270","JNPR","Juniper Networks",1043604,1,2006-06-02,2025-07-09,"Juniper Networks","Juniper Networks"
"271","KSU","Kansas City Southern",54480,1,2013-05-23,2021-12-14,"Kansas City Southern","Kansas City Southern"
"272","K","Kellogg's",55067,1,NA,NA,NA,NA
"273","KEY","KeyCorp",91576,1,NA,NA,NA,NA
"274","KEYS","Keysight Technologies",1601046,1,2018-11-06,NA,"Keysight Technologies",NA
"275","KMB","Kimberly-Clark",55785,1,NA,NA,NA,NA
"276","KIM","Kimco Realty",879101,1,NA,NA,NA,NA
