"","ticker","name","cik","occurrence","date_added","date_removed","name_when_added","name_when_removed"
"550","TSS",NA,NA,1,NA,2019-09-23,NA,"TSYS"
"551","APC",NA,NA,1,NA,2019-08-09,NA,"Anadarko Petroleum"
"552","FL",NA,NA,1,2016-04-04,2019-08-09,"Foot Locker","Foot Locker"
"553","RHT",NA,NA,1,NA,2019-07-15,NA,"Red Hat"
"554","LLL",NA,NA,1,NA,2019-07-01,NA,"L3 Technologies"
"555","MAT",NA,NA,1,NA,2019-06-07,NA,"Mattel"
"556","DWDP",NA,NA,1,2017-09-01,2019-06-03,"DuPont","DuPont"
"557","FLR",NA,NA,1,NA,2019-06-03,NA,"Fluor Corporation"
"558","BHF",NA,NA,1,2017-08-08,2019-04-02,"Brighthouse Financial","Brighthouse Financial"
"559","GT",NA,NA,1,NA,2019-02-27,NA,"The Goodyear Tire & Rubber Company"
"560","NFX",NA,NA,1,2010-12-17,2019-02-15,"Newfield Exploration","Newfield Exploration"
"561","PCG",NA,NA,1,NA,2019-01-18,NA,"Pacific Gas & Electric Company"
"562","SCG",NA,NA,1,NA,2019-01-02,NA,"SCANA"
"563","ESRX",NA,NA,1,2003-09-25,2018-12-24,"Express Scripts","Express Scripts"
"564","COL",NA,NA,1,NA,2018-12-03,NA,"Rockwell Collins"
"565","AET",NA,NA,1,NA,2018-12-03,NA,"Aetna"
"566","SRCL",NA,NA,1,NA,2018-12-03,NA,"Stericycle"
"567","EQT",NA,NA,1,NA,2018-11-13,NA,"EQT"
"568","CA",NA,NA,1,NA,2018-11-06,NA,"CA Technologies"
"569","EVHC",NA,NA,1,2016-12-02,2018-10-11,"Envision Healthcare","Envision Healthcare"
"570","ANDV",NA,NA,1,2017-08-01,2018-10-01,"Andeavor","Andeavor"
"571","TSO",NA,NA,1,2007-09-27,2017-07-31,"Tesoro Corporation","Tesoro Corporation"
"572","XL",NA,NA,1,NA,2018-09-14,NA,"XL Group"
"573","GGP",NA,NA,1,2013-12-10,2018-08-28,"General Growth Properties","GGP"
"574","DPS",NA,NA,1,NA,2018-07-02,NA,"Dr Pepper Snapple Group"
"575","TWX",NA,NA,1,NA,2018-06-20,NA,"Time Warner"
"576","RRC",NA,NA,1,2007-12-20,2018-06-18,"Range Resources","Range Resources"
"577","AYI",NA,NA,1,2016-05-03,2018-06-18,"Acuity Brands","Acuity Brands"
"578","MON",NA,NA,1,NA,2018-06-07,NA,"Monsanto"
"579","NAVI",NA,NA,1,2014-05-01,2018-06-05,"Navient","Navient"
"580","WYN",NA,NA,1,NA,2018-05-31,NA,"Wyndham Worldwide"
"581","CSRA",NA,NA,1,2015-12-01,2018-04-04,"CSRA","CSRA"
"582","SIG",NA,NA,1,2015-07-29,2018-03-19,"Signet Jewelers","Signet Jewelers"
"583","PDCO",NA,NA,1,NA,2018-03-19,NA,"Patterson Companies"
"584","CHK",NA,NA,1,NA,2018-03-19,NA,"Chesapeake Energy"
"585","SNI",NA,NA,1,NA,2018-03-07,NA,"Scripps Networks Interactive"
"586","BCR",NA,NA,1,NA,2018-01-03,NA,"CR Bard"
"587","LVLT",NA,NA,1,2014-11-05,2017-10-13,"Level 3 Communications","Level 3 Communications"
"588","SPLS",NA,NA,1,NA,2017-09-18,NA,"Staples"
"589","DOW",NA,NA,1,NA,2017-09-01,NA,"Dow Chemical Company"
"590","DD",NA,NA,1,NA,2017-09-01,NA,"DuPont"
"591","WFM",NA,NA,1,NA,2017-08-29,NA,"Whole Foods Market"
"592","AN",NA,NA,1,NA,2017-08-08,NA,"AutoNation"
"593","RIG",NA,NA,1,2013-10-29,2017-07-26,"Transocean","Transocean"
"594","BBBY",NA,NA,1,NA,2017-07-26,NA,"Bed Bath & Beyond"
"595","MUR",NA,NA,1,NA,2017-07-26,NA,"Murphy Oil"
"596","MNK",NA,NA,1,2014-08-18,2017-07-26,"Mallinckrodt","Mallinckrodt"
"597","RAI",NA,NA,1,NA,2017-07-26,NA,"Reynolds American"
"598","YHOO",NA,NA,1,1999-12-07,2017-06-19,"Yahoo!","Yahoo!"
"599","TDC",NA,NA,1,2007-10-01,2017-06-19,"Teradata","Teradata"
"600","R",NA,NA,1,NA,2017-06-19,NA,"Ryder System"
"601","MJN",NA,NA,1,2009-12-18,2017-06-19,"Mead Johnson Nutrition","Mead Johnson"
"602","TGNA",NA,NA,1,NA,2017-06-02,NA,"Tegna"
"603","DNB",NA,NA,1,NA,2017-04-05,NA,"Dun & Bradstreet"
"604","SWN",NA,NA,1,NA,2017-04-04,NA,"Southwestern Energy"
"605","URBN",NA,NA,1,NA,2017-03-20,NA,"Urban Outfitters"
"606","FTR",NA,NA,1,NA,2017-03-20,NA,"Frontier Communications"
"607","FSLR",NA,NA,1,NA,2017-03-20,NA,"First Solar"
"608","HAR",NA,NA,1,NA,2017-03-16,NA,"Harman International"
"609","LLTC",NA,NA,1,NA,2017-03-13,NA,"Linear Technology"
"610","ENDP",NA,NA,1,2015-01-27,2017-03-02,"Endo International","Endo International"
"611","PBI",NA,NA,1,NA,2017-03-01,NA,"Pitney Bowes"
"612","SE",NA,NA,1,NA,2017-02-28,NA,"Spectra Energy"
"613","STJ",NA,NA,1,NA,2017-01-05,NA,"St Jude Medical"
"614","OI",NA,NA,2,2008-12-31,2016-12-02,"Owens-Illinois","Owens-Illinois"
"615","LM",NA,NA,1,NA,2016-12-02,NA,"Legg Mason"
"616","AA",NA,NA,1,NA,2016-11-01,NA,"Alcoa Inc"
"617","DO",NA,NA,1,NA,2016-09-30,NA,"Diamond Offshore Drilling"
"618","HOT",NA,NA,1,NA,2016-09-22,NA,"Starwood"
"619","EMC",NA,NA,1,NA,2016-09-08,NA,"EMC Corporation"
"620","CPGX",NA,NA,1,2015-07-02,2016-07-05,"Columbia Pipeline Group","Columbia Pipeline Group"
"621","GAS",NA,NA,2,2011-12-12,2016-07-01,"AGL Resources.","AGL Resources"
"622","TE",NA,NA,1,NA,2016-07-01,NA,"TECO Energy"
"623","CVC",NA,NA,1,2010-12-17,2016-06-22,"Cablevision","Cablevision Systems"
"624","BXLT",NA,NA,1,2015-07-01,2016-06-03,"Baxalta","Baxalta"
"625","CCE",NA,NA,1,NA,2016-05-31,NA,"Coca-Cola Enterprises"
"626","ARG",NA,NA,1,2009-09-28,2016-05-23,"Airgas","Airgas"
"627","TWC",NA,NA,1,NA,2016-05-18,NA,"Time Warner Cable"
"628","SNDK",NA,NA,1,NA,2016-05-13,NA,"SanDisk"
"629","ADT",NA,NA,1,2012-10-01,2016-05-03,"ADT","ADT"
"630","GME",NA,NA,1,2007-12-13,2016-04-25,"GameStop","GameStop"
"631","THC",NA,NA,1,NA,2016-04-18,NA,"Tenet Healthcare"
"632","CAM",NA,NA,1,NA,2016-04-04,NA,"Cameron International"
"633","POM",NA,NA,1,NA,2016-03-30,NA,"Pepco Holdings"
"634","ESV",NA,NA,1,2012-07-31,2016-03-30,"Ensco plc (now Valaris)","Ensco plc (now Valaris)"
"635","GMCR",NA,NA,1,2014-03-21,2016-03-07,"Keurig Green Mountain","Keurig Green Mountain"
"636","CNX",NA,NA,1,NA,2016-03-04,NA,"Consol Energy"
"637","PCL",NA,NA,1,NA,2016-02-22,NA,"Plum Creek Timber"
"638","PCP",NA,NA,1,NA,2016-02-01,NA,"Precision Castparts Corporation"
"639","BRCM",NA,NA,1,NA,2016-02-01,NA,"Broadcom Corporation"
"640","FOSL",NA,NA,1,2012-04-03,2016-01-05,"Fossil","Fossil Group"
"641","ALTR",NA,NA,1,NA,2015-12-29,NA,"Altera"
"642","CMCSK",NA,NA,1,2015-09-18,2015-12-15,"Comcast Class K Special","Comcast K Corp"
"643","CSC",NA,NA,1,NA,2015-12-01,NA,"Computer Sciences Corporation"
"644","SIAL",NA,NA,1,NA,2015-11-19,NA,"Sigma-Aldrich"
"645","GNW",NA,NA,1,NA,2015-11-18,NA,"Genworth Financial"
"646","HCBK",NA,NA,1,NA,2015-11-02,NA,"Hudson City Bancorp"
"647","JOY",NA,NA,1,2011-02-25,2015-10-07,"Joy Global","Joy Global"
"648","HSP",NA,NA,1,NA,2015-09-02,NA,"Hospira"
"649","PLL",NA,NA,1,NA,2015-08-28,NA,"Pall Corporation"
"650","DTV",NA,NA,1,NA,2015-07-29,NA,"DirecTV"
"651","NE",NA,NA,1,NA,2015-07-20,NA,"Noble Corporation"
"652","FDO",NA,NA,1,NA,2015-07-08,NA,"Family Dollar"
"653","KRFT",NA,NA,1,2012-10-02,2015-07-06,"Kraft Foods","Kraft Foods"
"654","KFT",NA,NA,1,2007-03-30,2012-10-01,"Kraft Foods","Kraft Foods"
"655","ATI",NA,NA,1,NA,2015-07-02,NA,"Allegheny Technologies"
"656","TEG",NA,NA,1,NA,2015-07-01,NA,"Integrys Energy Group"
"657","QEP",NA,NA,1,2010-06-30,2015-07-01,"QEP Resources","QEP Resources"
"658","LO",NA,NA,1,2008-06-10,2015-06-11,"Lorillard Tobacco Company","Lorillard Tobacco Company"
"659","WIN",NA,NA,1,NA,2015-04-07,NA,"Windstream Communications"
"660","DNR",NA,NA,1,NA,2015-03-23,NA,"Denbury Resources"
"661","NBR",NA,NA,1,NA,2015-03-23,NA,"Nabors Industries"
"662","AVP",NA,NA,1,NA,2015-03-23,NA,"Avon Products"
"663","CFN",NA,NA,1,NA,2015-03-18,NA,"Carefusion"
"664","PETM",NA,NA,1,2012-10-10,2015-03-12,"PetSmart","PetSmart"
"665","SWY",NA,NA,1,NA,2015-01-27,NA,"Safeway"
"666","COV",NA,NA,1,2011-02-28,2015-01-27,"Covidien","Covidien"
"667","BMS",NA,NA,1,NA,2014-12-05,NA,"Bemis Company"
"668","JBL",NA,NA,1,NA,2014-11-05,NA,"Jabil Circuit"
"669","BTU",NA,NA,1,NA,2014-09-20,NA,"Peabody Energy"
"670","GHC",NA,NA,1,NA,2014-09-20,NA,"Graham Holdings"
"671","RDC",NA,NA,1,NA,2014-08-18,NA,"Rowan Companies"
"672","X",NA,NA,1,NA,2014-07-02,NA,"United States Steel"
"673","FRX",NA,NA,1,NA,2014-07-01,NA,"Forest Laboratories"
"674","IGT",NA,NA,1,NA,2014-06-20,NA,"International Game Technology"
"675","LSI",NA,NA,1,NA,2014-05-08,NA,"LSI Corporation"
"676","BEAM",NA,NA,1,NA,2014-05-01,NA,"Beam Inc"
"677","SLM",NA,NA,1,NA,2014-05-01,NA,"SLM Corporation"
"678","CLF",NA,NA,1,2009-12-18,2014-04-02,"Cliffs Natural Resources","Cliffs Natural Resources"
"679","WPX",NA,NA,1,2011-12-31,2014-03-21,"WPX Energy","WPX Energy"
"680","LIFE",NA,NA,1,NA,2014-01-24,NA,"Life Technologies"
"681","ANF",NA,NA,1,NA,2013-12-23,NA,"Abercrombie & Fitch"
"682","JDSU",NA,NA,1,2000-07-27,2013-12-23,"JDS Uniphase","JDS Uniphase"
"683","TER",NA,NA,1,NA,2013-12-23,NA,"Teradyne"
"684","MOLX",NA,NA,1,NA,2013-12-10,NA,"Molex"
"685","JCP",NA,NA,1,NA,2013-12-02,NA,"JCPenney"
"686","NYX",NA,NA,1,NA,2013-11-13,NA,"NYSE Euronext"
"687","DELL",NA,NA,1,NA,2013-10-29,NA,"Dell"
"688","AMD",NA,NA,1,NA,2013-09-20,NA,"Advanced Micro Devices"
"689","SAI",NA,NA,1,2009-12-18,2013-09-20,"SAIC","SAIC"
"690","BMC",NA,NA,1,NA,2013-09-10,NA,"BMC Software"
"691","S",NA,NA,1,NA,2013-07-08,NA,"Sprint Nextel"
"692","APOL",NA,NA,1,NA,2013-06-28,NA,"Apollo Education Group"
"693","FHN",NA,NA,1,NA,2013-06-21,NA,"First Horizon"
"694","HNZ",NA,NA,1,NA,2013-06-06,NA,"Heinz"
"695","DF",NA,NA,1,NA,2013-05-23,NA,"Dean Foods"
"696","CVH",NA,NA,1,NA,2013-05-08,NA,"Coventry Health Care"
"697","PCS",NA,NA,1,NA,2013-04-30,NA,"MetroPCS"
"698","BIG",NA,NA,1,NA,2013-02-15,NA,"Big Lots"
"699","FII",NA,NA,1,NA,2012-12-31,NA,"Federated Investors"
"700","TIE",NA,NA,1,NA,2012-12-21,NA,"Titanium Metals"
"701","RRD",NA,NA,1,NA,2012-12-11,NA,"RR Donnelley"
"702","CBE",NA,NA,2,2011-11-18,2012-12-03,"Cooper Industries","Cooper Industries"
"703","SUN",NA,NA,1,NA,2012-10-10,NA,"Sunoco"
"704","ANR",NA,NA,1,2011-06-01,2012-10-02,"Alpha Natural Resources","Alpha Natural Resources"
"705","LXK",NA,NA,1,NA,2012-10-01,NA,"Lexmark"
"706","DV",NA,NA,1,NA,2012-10-01,NA,"DeVry"
"707","SHLD",NA,NA,1,NA,2012-09-05,NA,"Sears Holdings"
"708","GR",NA,NA,1,NA,2012-07-31,NA,"Goodrich Corporation"
"709","PGN",NA,NA,1,NA,2012-07-02,NA,"Progress Energy"
"710","SLE",NA,NA,1,NA,2012-06-29,NA,"Sara Lee Corporation"
"711","NVLS",NA,NA,1,NA,2012-06-05,NA,"Novellus Systems"
"712","MMI",NA,NA,1,NA,2012-05-21,NA,"Motorola Mobility"
"713","EP",NA,NA,1,NA,2012-05-17,NA,"El Paso Corporation"
"714","SVU",NA,NA,1,NA,2012-04-23,NA,"Supervalu"
"715","MHS",NA,NA,1,NA,2012-04-03,NA,"Medco Health Solutions"
"716","CEG",NA,NA,1,NA,2012-03-13,NA,"Constellation Energy Group"
"717","CPWR",NA,NA,1,NA,2011-12-31,NA,"Compuware"
"718","TLAB",NA,NA,1,NA,2011-12-20,NA,"Tellabs"
"719","AKS",NA,NA,1,NA,2011-12-16,NA,"AK Steel"
"720","MWW",NA,NA,1,NA,2011-12-16,NA,"Monster Worldwide"
"721","WFR",NA,NA,1,NA,2011-12-16,NA,"MEMC Electronic Materials"
"722","GAS",NA,NA,1,NA,2011-12-12,NA,"Nicor Gas"
"723","JNS",NA,NA,1,NA,2011-11-18,NA,"Janus Capital Group"
"724","ITT",NA,NA,1,NA,2011-10-31,NA,"ITT"
"725","CEPH",NA,NA,1,NA,2011-10-14,NA,"Cephalon"
"726","NSM",NA,NA,1,NA,2011-09-23,NA,"National Semiconductor"
"727","MI",NA,NA,1,NA,2011-07-05,NA,"Marshall & Ilsley"
"728","RSH",NA,NA,1,NA,2011-06-30,NA,"RadioShack"
"729","MEE",NA,NA,1,NA,2011-06-01,NA,"Massey Energy Company"
"730","NOVL",NA,NA,1,NA,2011-04-27,NA,"Novell"
"731","GENZ",NA,NA,1,NA,2011-04-01,NA,"Genzyme"
"732","Q",NA,NA,1,NA,2011-03-31,NA,"Qwest Communications"
"733","MFE",NA,NA,1,NA,2011-02-28,NA,"McAfee"
"734","AYE",NA,NA,1,2000-12-05,2011-02-25,"Allegheny Energy","Allegheny Energy"
"735","KG",NA,NA,1,NA,2010-12-17,NA,"King Pharmaceuticals"
"736","EK",NA,NA,1,NA,2010-12-17,NA,"Eastman Kodak"
"737","ODP",NA,NA,1,NA,2010-12-17,NA,"Office Depot"
"738","NYT",NA,NA,1,NA,2010-12-17,NA,"The New York Times Company"
"739","PTV",NA,NA,1,NA,2010-11-17,NA,"Pactiv"
"740","SII",NA,NA,1,NA,2010-08-26,NA,"Smith International"
"741","MIL",NA,NA,1,NA,2010-07-14,NA,"Millipore"
"742","STR",NA,NA,1,NA,2010-06-30,NA,"Questar"
"743","XTO",NA,NA,1,NA,2010-06-28,NA,"XTO Energy"
"744","BJS",NA,NA,1,NA,2010-04-29,NA,"BJ Services"
"745","RX",NA,NA,1,NA,2010-02-26,NA,"IMS Health"
"746","CIEN",NA,NA,1,NA,2009-12-18,NA,"Ciena"
"747","DYN",NA,NA,1,NA,2009-12-18,NA,"Dynegy"
"748","KBH",NA,NA,1,NA,2009-12-18,NA,"KB Home"
"749","CVG",NA,NA,1,NA,2009-12-18,NA,"Convergys"
"750","SGP",NA,NA,1,NA,2009-11-03,NA,"Schering-Plough"
"751","CBE",NA,NA,1,NA,2009-09-28,NA,"Cooper Industries"
"752","ACAS",NA,NA,1,NA,2009-03-03,NA,"American Capital"
"753","JNY",NA,NA,1,NA,2009-03-03,NA,"Jones Apparel Group"
"754","WB",NA,NA,1,NA,2008-12-31,NA,"Wachovia Bank"
"755","LEH",NA,NA,1,NA,2008-09-16,NA,"Lehman Brothers"
"756","FRE",NA,NA,1,NA,2008-09-12,NA,"Freddie Mac"
"757","FNM",NA,NA,1,NA,2008-09-12,NA,"Fannie Mae"
"758","ABK",NA,NA,1,2000-12-05,2008-06-10,"Ambac Financial","Ambac Financial"
"759","TRB",NA,NA,1,NA,2007-12-20,NA,"Tribune Media"
"760","DJ",NA,NA,1,NA,2007-12-13,NA,"Dow Jones"
"761","AV",NA,NA,1,NA,2007-10-26,NA,"Avaya"
"762","SLR",NA,NA,1,NA,2007-10-02,NA,"Solectron"
"763","NCR",NA,NA,1,NA,2007-10-01,NA,"NCR Corporation"
"764","MXIM",NA,NA,1,NA,2007-09-27,NA,"Maxim Integrated Products"
"765","FDC",NA,NA,1,NA,2007-09-26,NA,"First Data"
"766","KSE",NA,NA,1,NA,2007-08-24,NA,"KeySpan"
"767","TSG",NA,NA,1,NA,2007-03-30,NA,"Sabre Corporation"
"768","SBL",NA,NA,1,2000-12-05,2007-01-10,"Symbol Technologies","Symbol Technologies"
"769","ABS",NA,NA,1,NA,2006-06-02,NA,"Albertsons"
"770","GLK",NA,NA,1,NA,2005-07-01,NA,"Great Lakes Chemical"
"771","QTRN",NA,NA,1,NA,2003-09-25,NA,"Quintiles Transnational"
"772","BS",NA,NA,1,NA,2000-12-05,NA,"Bethlehem Steel"
"773","OI",NA,NA,1,NA,2000-12-05,NA,"Owens-Illinois"
"774","GRA",NA,NA,1,NA,2000-12-05,NA,"WR Grace"
"775","CCK",NA,NA,1,NA,2000-12-05,NA,"Crown Holdings"
"776","RAD",NA,NA,1,NA,2000-07-27,NA,"RiteAid"
"777","LDW",NA,NA,1,NA,1999-12-07,NA,"Laidlaw"
"778","TYC",NA,NA,1,2010-08-26,2016-09-06,"Tyco International","Tyco International"
"779","Q",NA,NA,2,2017-08-29,2017-11-14,"QuintilesIMS","QuintilesIMS"
"780","ARNC",NA,NA,1,2016-11-01,2020-03-26,"Arconic Inc","Arconic Inc"
"781","KORS",NA,NA,1,2013-11-13,2018-12-21,"Michael Kors","Michael Kors"
"782","TECH",NA,NA,1,2021-08-30,NA,"Bio-Techne",NA
"783","BRO",NA,NA,1,2021-09-20,NA,"Brown & Brown",NA
"784","CDAY",NA,NA,1,2021-09-20,NA,"Ceridian",NA
"785","MTCH",NA,NA,1,2021-09-20,NA,"Match Group",NA
"786","EPAM",NA,NA,1,2021-12-14,NA,"EPAM Systems",NA
"787","FDS",NA,NA,1,2021-12-20,NA,"FactSet",NA
"788","SEDG",NA,NA,1,2021-12-20,2023-12-18,"SolarEdge","SolarEdge"
"789","SBNY",NA,NA,1,2021-12-20,2023-03-15,"Signature Bank","Signature Bank"
"790","CEG",NA,NA,2,2022-02-02,NA,"Constellation Energy",NA
"791","NDSN",NA,NA,1,2022-02-15,NA,"Nordson Corporation",NA
"792","MOH",NA,NA,1,2022-03-02,NA,"Molina Healthcare",NA
"793","CPT",NA,NA,1,2022-04-04,NA,"Camden Property Trust",NA
"794","WBD",NA,NA,1,2022-04-11,NA,"Warner Bros. Discovery",NA
"795","VICI",NA,NA,1,2022-06-08,NA,"Vici Properties",NA
"796","ON",NA,NA,1,2022-06-21,NA,"ON Semiconductor",NA
"797","KDP",NA,NA,1,2022-06-21,NA,"Keurig Dr Pepper",NA
"798","INVH",NA,NA,1,2022-09-19,NA,"Invitation Homes",NA
"799","CSGP",NA,NA,1,2022-09-19,NA,"CoStar Group",NA
"800","EQT",NA,NA,2,2022-10-03,NA,"EQT Corporation",NA
"801","PCG",NA,NA,2,2022-10-03,NA,"PG&E",NA
"802","TRGP",NA,NA,1,2022-10-12,NA,"Targa Resources",NA
"803","ACGL",NA,NA,1,2022-11-01,NA,"Arch Capital Group",NA
"804","MBC",NA,NA,1,2022-12-15,2022-12-19,"MasterBrand","MasterBrand"
"805","FSLR",NA,NA,2,2022-12-19,NA,"First Solar",NA
"806","STLD",NA,NA,1,2022-12-22,NA,"Steel Dynamics",NA
"807","GEHC",NA,NA,1,2023-01-04,NA,"GE HealthCare",NA
"808","PODD",NA,NA,1,2023-03-15,NA,"Insulet",NA
"809","BG",NA,NA,1,2023-03-15,NA,"Bunge Global",NA
"810","FICO",NA,NA,1,2023-03-20,NA,"Fair Isaac",NA
"811","AXON",NA,NA,1,2023-05-04,NA,"Axon Enterprise",NA
"812","PANW",NA,NA,1,2023-06-20,NA,"Palo Alto Networks",NA
"813","KVUE",NA,NA,1,2023-08-25,NA,"Kenvue",NA
"814","ABNB",NA,NA,1,2023-09-18,NA,"Airbnb",NA
"815","BX",NA,NA,1,2023-09-18,NA,"Blackstone",NA
"816","VLTO",NA,NA,1,2023-10-02,NA,"Veralto",NA
"817","LULU",NA,NA,1,2023-10-18,NA,"Lululemon Athletica",NA
"818","HUBB",NA,NA,1,2023-10-18,NA,"Hubbell",NA
"819","BLDR",NA,NA,1,2023-12-18,NA,"Builders FirstSource",NA
"820","JBL",NA,NA,2,2023-12-18,NA,"Jabil",NA
"821","UBER",NA,NA,1,2023-12-18,NA,"Uber",NA
"822","DECK",NA,NA,1,2024-03-18,NA,"Deckers Brands",NA
"823","SMCI",NA,NA,1,2024-03-18,NA,"Supermicro",NA
"824","SOLV",NA,NA,1,2024-04-01,NA,"Solventum",NA
"825","GEV",NA,NA,1,2024-04-02,NA,"GE Vernova",NA
"826","VST",NA,NA,1,2024-05-08,NA,"Vistra",NA
"827","GDDY",NA,NA,1,2024-06-24,NA,"GoDaddy",NA
"828","CRWD",NA,NA,1,2024-06-24,NA,"CrowdStrike",NA
"829","KKR",NA,NA,1,2024-06-24,NA,"KKR",NA
"830","ERIE",NA,NA,1,2024-09-23,NA,"Erie Indemnity",NA
"831","DELL",NA,NA,2,2024-09-23,NA,"Dell Technologies",NA
"832","PLTR",NA,NA,1,2024-09-23,NA,"Palantir Technologies",NA
"833","AMTM",NA,NA,1,2024-09-30,2024-12-23,"Amentum","Amentum"
"834","TPL",NA,NA,1,2024-11-26,NA,"Texas Pacific Land Corporation",NA
"835","LII",NA,NA,1,2024-12-23,NA,"Lennox International",NA
"836","WDAY",NA,NA,1,2024-12-23,NA,"Workday, Inc.",NA
"837","APO",NA,NA,1,2024-12-23,NA,"Apollo Global Management",NA
"838","EXE",NA,NA,1,2025-03-24,NA,"Expand Energy",NA
"839","WSM",NA,NA,1,2025-03-24,NA,"Williams-Sonoma, Inc.",NA
"840","TKO",NA,NA,1,2025-03-24,NA,"TKO Group Holdings",NA
"841","DASH",NA,NA,1,2025-03-24,NA,"DoorDash",NA
"842","COIN",NA,NA,1,2025-05-19,NA,"Coinbase",NA
"843","DDOG",NA,NA,1,2025-07-09,NA,"Datadog",NA
"844","TTD",NA,NA,1,2025-07-18,NA,"Trade Desk (The)",NA
"845","XYZ",NA,NA,1,2025-07-23,NA,"Block, Inc.",NA
